epoch,learning_rate,total_loss,classifier_placeholder_loss,classification_loss,dummy_second_loss,data_placeholder_loss,mixing_weight,number_of_mixup_pairs,training_accuracy,validation_accuracy,validation_macro_f1
36,0.00020610737385376337,0.03278356780990576,0.022352444872981804,0.01551504406090985,0.006837400822685315,0.10431122752914784,0.48980458577473956,60.95156695156695,0.999465811965812,0.9262,0.9260707897967853
37,0.00018128800512565502,0.03212986056005683,0.02232839461638887,0.015371679649436237,0.006956715009406081,0.09801465643177133,0.5046914038155493,61.01709401709402,0.9992877492877493,0.9322,0.9320246470342015
38,0.00015772644703565555,0.02917015180257056,0.019496358172209176,0.012987797437739848,0.006508560745082689,0.09673793500878362,0.4959533343627582,60.88603988603989,0.9998219373219374,0.9256,0.925611274398935
39,0.00013551568628929425,0.027467714779163866,0.01844830119032466,0.011838840103132433,0.006609461044738775,0.09019413793411775,0.5019966408058449,60.977207977207975,0.9995993589743589,0.9354,0.9352738158294633
40,0.00011474337861210535,0.027109259261916846,0.01905219256877899,0.012415121816247278,0.006637070752531715,0.08057066668329119,0.5217927677339298,60.98290598290598,0.9996438746438746,0.8794,0.8801447686790395
41,9.549150281252626e-05,0.021881654049320267,0.016710094582193937,0.010251177103388683,0.006458917478805254,0.05171559385005438,0.511039712150552,61.002849002849004,0.9997774216524217,0.8328,0.8360399424528755
42,7.783603724899252e-05,0.02399808859473832,0.01787764422510594,0.011173858776943296,0.006703785448162644,0.06120444176734513,0.4815372564853766,60.997150997150996,0.9995103276353277,0.9424,0.9422776424533964
43,6.184665997806817e-05,0.018561071618075384,0.01674338875927477,0.010468406082685516,0.006274982676589251,0.018176828755166626,0.48264601835158477,61.07122507122507,0.9998664529914529,0.848,0.8498209277683741
44,4.7586473766990294e-05,0.025074555989662635,0.01627494148549191,0.00992965052949737,0.006345290945381181,0.0879961436659501,0.49548813692185273,61.01709401709402,0.9999109686609686,0.9004,0.9006078835229342
45,3.5111757055874305e-05,0.024454944960751766,0.01837846491369087,0.011731726820567395,0.006646738071896752,0.060764799051071676,0.5042591584034455,61.07977207977208,0.9993767806267806,0.8718,0.8728792693222183
46,2.4471741852423218e-05,0.02259536652143864,0.017151060893579765,0.01061116359024136,0.006539897303338404,0.0544430541214228,0.5036159417568109,61.15384615384615,0.999732905982906,0.8758,0.8767987610789693
47,1.5708419435684507e-05,0.02036272177732738,0.017639899185919693,0.011053750169413042,0.006586148995279926,0.02722822630279127,0.5165733054832176,61.028490028490026,0.9995548433048433,0.868,0.8689611325600307
48,8.856374635655634e-06,0.021082529259521907,0.016708288824668637,0.010282617131317104,0.006425671693351533,0.04374240389879146,0.49730054197827633,61.074074074074076,0.9995993589743589,0.9048,0.9053852449191755
49,3.942649342761115e-06,0.019806372328128062,0.016046726778998675,0.009776021797008325,0.006270704987297031,0.0375964553692402,0.4998806249721777,61.054131054131055,0.9997774216524217,0.8808,0.8819203982754535
50,9.866357858642198e-07,0.02066617364732501,0.016415722843291413,0.01011089518920988,0.006304827675308257,0.042504507370367435,0.49567059030560007,60.99430199430199,0.9997774216524217,0.9194,0.9197023359251194
